measurement_id,run_id,run_kind,ts,seed_run_id,family,arch,type,total_params,active_params,finetune,repo,gguf_file,quant,effective_bpw,chat_template,kv_quant,flash_attn,ctx,n_parallel,batch,ubatch,spec_decode,sampling_profile,think_mode,host,gpu,vram_total,backend,llamacpp_build,driver,bench,case_id,metric,metric_value,unit,n,spread,status,scope,sampling_hash,engine_version
f87248a8,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:30:29.513,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/n/a,n/a,rose-ninfer0,V100,32768,ninfer,,,agentic_loop,,score,100,percent,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
b1d64128,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:29:38.634,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_no_code,0,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
143995de,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:23:04.445,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_no_code,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
ae3a0ea2,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:29:38.634,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_pass_at_1,10,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
4357e014,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:23:04.445,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_pass_at_1,10,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
49006ab3,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:23:04.445,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_tests_passed,73,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
896a3df1,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:29:38.634,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_tests_passed,73,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
d90dfdcf,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:29:38.634,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_tests_total,73,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
7f870071,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:23:04.445,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_tests_total,73,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
b86d8bc3,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:23:04.445,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_total,10,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
ef3c744d,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:29:38.634,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_bugfix,,coding_total,10,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
1735a82c,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:04:32.956,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_no_code,1,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
96878d3a,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:53:45.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_no_code,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
6bdd88e8,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:53:45.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_pass_at_1,14,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
28e78afe,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:04:32.956,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_pass_at_1,13,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
f4768137,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:53:45.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_tests_passed,130,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
7427bdcd,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:04:32.956,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_tests_passed,122,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
5fc3dcb3,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:04:32.956,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_tests_total,131,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
3291302d,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:53:45.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_tests_total,131,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
37bc72df,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:53:45.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_total,15,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
fa226411,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:04:32.956,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_hard,,coding_total,15,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
18cf2d86,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:05:18.356,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_no_code,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
48f0974c,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:22:43.595,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_no_code,3,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
b6f0c05c,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:05:18.356,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_pass_at_1,10,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
84c0e25e,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:22:43.595,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_pass_at_1,8,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
8b2f991b,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:05:18.356,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_tests_passed,91,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
03d59ded,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:22:43.595,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_tests_passed,67,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
ad51bc53,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:22:43.595,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_tests_total,95,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
64ea6949,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:05:18.356,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_tests_total,95,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
9594c30b,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:05:18.356,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_total,12,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
75539871,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:22:43.595,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,coding_practical,,coding_total,12,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
99d62dc2,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:52:47.415,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,docqa,,docqa_correctness,4.5,points,1,,ok,template,d2a2854d,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
30fc8b48,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:51:10.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,docqa,,docqa_correctness,5,points,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
9cba6c95,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:51:10.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,docqa,,docqa_coverage,3,points,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
fcc52a3f,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:52:47.415,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,docqa,,docqa_coverage,2.5,points,1,,ok,template,d2a2854d,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
62970419,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:52:47.415,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,docqa,,docqa_faithfulness,2,points,1,,ok,template,d2a2854d,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
5e5f2d6f,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:51:10.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,docqa,,docqa_faithfulness,2,points,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
6147ff54,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:52:47.415,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,docqa,,halls,0,count,1,,ok,template,d2a2854d,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
4e043f4a,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:51:10.184,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,docqa,,halls,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
406f3b8a,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:52.65,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,e2e-2k,,prefill_tps,824.3268306216531,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
b626cb36,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:52.65,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,e2e-2k,,score,542.8789635701098,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
7af2708c,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:52.65,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,e2e-2k,,tok_s,56.63366182491866,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
e1c6adac,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:52.65,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,e2e-8k,,prefill_tps,807.5104789589691,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
1b574078,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:52.65,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,e2e-8k,,score,708.8932489423103,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
